title,patent_number
Global risk demand index,US-7617143-B2
Global risk demand index,US-RE45008-E
Grants management system,US-7937303-B2
Image processing network,US-7349566-B2
Interest rate swap index,US-7987126-B2
Interrupt payment system,US-8233601-B2
Intranet platform system,US-7039612-B1
Lateness migration model,US-8527403-B2
Lease termination method,US-6735573-B1
Livestock pricing system,US-7181408-B2
Mechanized tax worksheet,US-7590574-B2
Mechanized tax worksheet,US-7155404-B1
Method for market making,US-7467110-B2
Methods of sorting waste,US-7383195-B2
Midpoint matching system,US-7761364-B2
Mobile electronic wallet,US-9098844-B2
Mobile electronic wallet,US-9928505-B1
Money management network,US-8302852-B2
Money transaction system,US-4197986-A
Money transfer wall unit,US-7766224-B2
Multimedia search engine,US-7925590-B2
Multiple product quoting,US-9652805-B1
Net worth analysis tools,US-9665908-B1
On-demand cash transport,US-8577802-B1
Online purchasing method,US-8041606-B2
Open commodites exchange,US-6493683-B1
Overall risk in a system,US-7613625-B2
Overall risk in a system,US-6895383-B2
Paperless receipt device,US-9569800-B2
Paperless receipt device,US-9159060-B2
Point-of-sale promotions,US-8459551-B2
Point-of-sale promotions,US-7980466-B2
Portable terminal device,US-4511970-A
Portfolio hedging method,US-7805353-B2
Pre-paid airline tickets,US-7565303-B1
Prepaid account and card,US-7337947-B1
Prepaid internet service,US-7797190-B1
Printer with code sensor,US-7369265-B1
Providing life insurance,US-8543425-B1
Real time account update,US-7966257-B2
Real time account update,US-9727863-B2
Real time account update,US-7904389-B2
Real time account update,US-7925587-B2
Real-time trading system,US-7340430-B2
Reassigning source peers,US-9407494-B1
Recurring money transfer,US-8660923-B2
Reserve price auctioning,US-7213000-B2
Rights expression system,US-7177843-B2
Risk score determination,US-8473318-B2
Risk unit based policies,US-9361599-B1
Risk unit based policies,US-9569799-B2
Risk unit based policies,US-9390452-B1
Risk unit based policies,US-9569798-B2
Roadside reporter system,US-9704396-B1
Roadside reporter system,US-10002394-B1
Rotatably supported roll,US-5484370-A
Secure cards and methods,US-8152056-B2
Secure cards and methods,US-7484659-B2
Securitization structure,US-7805346-B1
Security analysis system,US-6012042-A
Service level management,US-8073721-B1
Short codes for bill pay,US-8214289-B2
System for managing risk,US-7319971-B2
System for managing risk,US-8010398-B2
System for sorting waste,US-7138918-B2
System update management,US-8838474-B2
Terminal data encryption,US-8494968-B2
Tradable investment unit,US-8364576-B2
Transitive trust network,US-7143052-B2
Transitive trust network,US-7895068-B2
Trust comparison process,US-7383216-B1
Universal bus in the car,US-8983718-B2
Universal bus in the car,US-9297662-B2
Wealth replacement rider,US-7711585-B2
Wildfire risk assessment,US-8760285-B2
Account management system,US-8751373-B2
Account monitoring system,US-7314168-B1
Aggregated trading system,US-7555457-B2
Aggregated trading system,US-7539640-B2
Aggregated trading system,US-7801806-B2
Aggregated trading system,US-8639612-B2
Aggregated trading system,US-8429066-B2
Aggregated trading system,US-8326741-B2
Aggregated trading system,US-8112351-B2
Allocation of commissions,US-8275687-B2
Analyzing investment data,US-8015091-B1
Anonymous matching system,US-5136501-A
Auction result prediction,US-7752119-B2
Auction system and method,US-7403915-B2
Auction system and method,US-7509282-B2
Automated banking machine,US-7748612-B2
Automated banking machine,US-7815104-B2
Automated teller machines,US-6285988-B1
Automated trading systems,US-8108293-B2
Automated trading systems,US-7693776-B2
Automatic banking machine,US-4355369-A
Automatic crash detection,US-9767625-B1
Automatic crash detection,US-9916698-B1
Automatic crash detection,US-9650007-B1
Automatic savings program,US-8635137-B2
Automatic savings program,US-8301530-B2
Banking system and method,US-4523330-A
Benefit plan intermediary,US-7739129-B2
Betting system and method,US-7206762-B2
Bidding for energy supply,US-8504463-B2
Billing system and method,US-6836763-B1
Biometric risk management,US-8266051-B2
Biometric risk management,US-7676426-B2
Business system simulator,US-7921047-B2
Calculating a trust score,US-9578043-B2
Carsharing peril analysis,US-9396494-B1
Carsharing peril analysis,US-9727922-B1
Case management interface,US-9852476-B2
Cash flow projection tool,US-7810713-B2
Cash letter print streams,US-8196814-B2
Charting multiple markets,US-9734535-B2
Check image access system,US-7729990-B2
Commitments in signatures,US-6826687-B1
Conservation dependencies,US-9177343-B2
Consumer profiling system,US-6298348-B1
Costing system and method,US-7685075-B2
Credit report lock system,US-7774270-B1
Data processing apparatus,US-8447655-B2
Data visualization system,US-9043238-B2
Debt collection practices,US-7403923-B2
Depositing items of value,US-7757939-B2
Depositing items of value,US-7347358-B2
Depositing items of value,US-7677443-B2
Direct payment with token,US-7778903-B2
Direct payment with token,US-7003493-B2
Duplicate check detection,US-8611635-B1
Duplicate check detection,US-8351678-B1
Dynamic credit management,US-8266053-B2
Dynamic credit management,US-8015106-B2
Dynamic credit management,US-7366693-B2
Dynamic payment generator,US-8818893-B2
Dynamic price improvement,US-8380614-B1
Dynamic price improvement,US-8019672-B2
Electronic payment system,US-7370012-B2
Electronic postal counter,US-6101487-A
Electronic postal counter,US-5712787-A
Electronic trading system,US-8768807-B2
Electronic trading system,US-7613640-B2
Electronic trading system,US-8165952-B2
Electronic trading system,US-8195544-B2
Event invalidation method,US-7236941-B2
Financial account manager,US-8280785-B1
Financial advisory system,US-7983975-B2
Financial advisory system,US-7788155-B2
Financial advisory system,US-6021397-A
Financial market wagering,US-8473393-B2
Flexible catastrophe bond,US-7711634-B2
Flexible open origination,US-9940669-B2
Flight accident insurance,US-8423389-B2
Full service trade system,US-5717989-A
Full service trade system,US-6151588-A
Gateway abstraction layer,US-8543508-B2
Gateway abstraction layer,US-9846905-B2
Health care reimbursement,US-7617114-B1
Hybrid electronic lockbox,US-9984423-B2
Interest calculation tool,US-7499884-B2
Internet fraud prevention,US-9092823-B2
Investor personality tool,US-8423444-B1
Investor personality tool,US-8417614-B1
Late fee avoidance system,US-8612347-B1
Late fee avoidance system,US-7653591-B1
Line item data processing,US-7409355-B1
Managing procurement risk,US-7747339-B2
Margin reserve in lending,US-7774253-B1
Menuing method and system,US-6819748-B2
Messaging stamp authority,US-8429083-B2
Messaging stamp authority,US-7519559-B1
Messaging stamp authority,US-8015607-B1
Middle class america card,US-8875998-B2
Mobile commerce framework,US-9436956-B2
Mobile commerce framework,US-8554632-B2
Mobile commerce framework,US-8799102-B2
Mobile commerce framework,US-7693752-B2
Mobile content management,US-8930498-B2
Mobile payment management,US-8923827-B2
Modular electronic wallet,US-8515840-B2
Money fund banking system,US-7680734-B1
Money fund banking system,US-7809640-B1
Money fund banking system,US-7769688-B1
Money-transfer techniques,US-7870065-B2
Money-transfer techniques,US-7720754-B1
Money-transfer techniques,US-9037510-B2
Money-transfer techniques,US-6938013-B1
Money-transfer techniques,US-9058625-B2
Mortgage insurance system,US-8301469-B1
Music methods and systems,US-8094949-B1
Networked security system,US-8031903-B2
Neutral price improvement,US-8301540-B2
On-line auction interface,US-7945503-B2
On-line balance transfers,US-8010422-B1
On-line payments facility,US-8374961-B2
Online loan payoff quotes,US-8924271-B1
Partitioned credit system,US-7464861-B2
Patent development system,US-8843821-B2
Pay yourself first system,US-7752102-B2
Payment system and method,US-9058601-B2
Payment system and method,US-8660966-B2
Payroll system and method,US-8165936-B2
Population of application,US-8639615-B1
Postage accounting device,US-4855920-A
Practical threat analysis,US-8312549-B2
Prediction market roll up,US-8380595-B1
Premium transition factor,US-7827046-B2
Proactive payroll support,US-9978098-B1
Proactive tax preparation,US-7860763-B1
Programmed trading system,US-8326742-B2
Progress-tracking service,US-7774324-B1
Purchase sequence browser,US-7962368-B2
Purchase trending manager,US-8595193-B2
Purchase trending manager,US-8271466-B2
Receipt management system,US-8392258-B2
Reference price framework,US-7945496-B2
Reference price framework,US-8099346-B2
Reputation risk framework,US-8682708-B2
Safe transaction guaranty,US-7644019-B2
Secure transaction system,US-9858576-B2
Securities pricing system,US-7315839-B2
Security document scanner,US-7922075-B2
Social proximity payments,US-9576284-B2
Stakeholder collaboration,US-8527385-B2
Strategy market barometer,US-8694406-B2
TCP receiver acceleration,US-8503450-B2
TCP receiver acceleration,US-7142539-B2
TCP receiver acceleration,US-7856020-B2
Trading network resources,US-7552870-B2
Transaction risk analyzer,US-8185457-B1
Transaction risk analyzer,US-8548904-B1
Travel expense automation,US-8762185-B2
Travel expense automation,US-9704110-B2
Travel savings assessment,US-7788116-B2
Trusted hardcopy document,US-8117457-B2
Umbrella travel insurance,US-8401879-B1
Universal secure registry,US-8577813-B2
Universal secure registry,US-8234220-B2
Universal secure registry,US-7805372-B2
Universal secure registry,US-7809651-B2
Value transaction systems,US-8027920-B1
Valuing futures contracts,US-8612332-B1
Vehicle monitoring system,US-8311858-B2
Vehicle monitoring system,US-8140358-B1
Vehicle monitoring system,US-9754424-B2
Vehicle monitoring system,US-8892451-B2
Vehicle shared-use system,US-3624608-A
Water distribution system,US-8702977-B2
Account transaction system,US-5231569-A
Adaptive dynamic budgeting,US-9984410-B2
Adaptive dynamic budgeting,US-9830647-B2
Aggregation source routing,US-9361646-B2
Alert prioritization logic,US-9406057-B2
Anonymous transaction card,US-8348158-B2
Anonymous transaction card,US-8540150-B2
Asset portfolio evaluation,US-8494940-B1
Atomic deposit transaction,US-7885880-B1
Atomic deposit transaction,US-7962411-B1
Atomic deposit transaction,US-7974899-B1
Audit management workbench,US-7899693-B2
Automated phone priorities,US-6891946-B2
Automatic budgeting system,US-9495703-B1
Automatic check reordering,US-8417639-B1
Automatic check reordering,US-8150771-B1
Automating business events,US-7565373-B2
Bank speech authentication,US-8646045-B1
Bank speech authentication,US-9712522-B1
Bank speech authentication,US-10003594-B1
Bank speech authentication,US-9111075-B1
Banking terminal equipment,US-4758713-A
Bidding in online auctions,US-8046294-B2
Bill payment and reporting,US-9443268-B1
Bond issue risk management,US-7529702-B2
Bond issue risk management,US-8024251-B2
Brake condition monitoring,US-7086503-B2
Brake condition monitoring,US-7901014-B2
Brake condition monitoring,US-8152246-B2
Brake condition monitoring,US-7497305-B2
Brake condition monitoring,US-7506941-B2
Check image capture system,US-5444794-A
Claims adjuster allocation,US-9947050-B1
Cloud based payment method,US-9672513-B2
Collateral damage coverage,US-7953616-B2
Community-selected content,US-7958204-B1
Community-selected content,US-8521663-B1
Community-selected content,US-8954361-B1
Compensatory ratio hedging,US-7499881-B2
Compound redemption device,US-8326719-B2
Computer accounting system,US-4059748-A
Conditional rate modelling,US-7979330-B2
Consumer leverage modeling,US-8533082-B1
Continuity of medical care,US-7912737-B2
Continuity of medical care,US-8639532-B2
Count and login management,US-7765135-B2
Cover-OCO for legged order,US-8498927-B2
Cover-OCO for legged order,US-8386368-B2
Cover-OCO for legged order,US-9990676-B2
Credit verification system,US-5231570-A
Customer assistance system,US-8725628-B2
Customer assistance system,US-8600876-B2
Customer assistance system,US-8600877-B2
Customizable policy engine,US-9082286-B2
Database management system,US-9811863-B1
Digital video audit system,US-7232064-B1
Document management system,US-8209244-B2
Document output processing,US-9612785-B2
Document output processing,US-9612786-B2
Document output processing,US-9766843-B2
Document output processing,US-9854109-B2
Document processing system,US-8380573-B2
Document processing system,US-9390574-B2
Document processing system,US-4404649-A
Donation processing system,US-7366687-B2
Driver performance ratings,US-10026243-B1
Driver performance ratings,US-9892573-B1
Dynamic pari-mutuel market,US-7788158-B2
Dynamic security code push,US-9747598-B2
Electronic bill processing,US-6289322-B1
Electronic contract system,US-7620585-B2
Electronic payment methods,US-7716129-B1
Electronic trading systems,US-8010440-B2
Electronic-monetary system,US-5920629-A
Electronic-monetary system,US-5799087-A
Electronic-monetary system,US-5963648-A
Electronic-monetary system,US-5455407-A
Electronic-monetary system,US-5953423-A
Electronic-monetary system,US-7269256-B2
Electronic-monetary system,US-5453601-A
Electronic-monetary system,US-6047067-A
Employer agency enrollment,US-8234187-B1
Enhanced claims settlement,US-9424606-B2
Event driven audit logging,US-8204861-B2
Event server using caching,US-9542708-B2
Expenditure tracking check,US-5917931-A
Expenditure tracking check,US-6014454-A
Exposure based on capacity,US-7752111-B2
Failover system and method,US-8683257-B2
Failover system and method,US-7975174-B2
Failover system and method,US-8909977-B2
Failover system and method,US-7725764-B2
Financial decision systems,US-7848995-B2
Financial statement module,US-7139729-B2
Foreign cross-issued token,US-9600844-B2
Form factor identification,US-8224731-B2
Form factor identification,US-8010428-B2
Franking system and method,US-7403900-B2
Fraud analyst smart cookie,US-7543740-B2
Fraud analyst smart cookie,US-7673793-B2
Global remittance platform,US-8407140-B2
Hedge fund risk management,US-8311933-B2
Hedge fund risk management,US-8069105-B2
Hidden book trading system,US-8195560-B2
Hidden book trading system,US-7831501-B2
Icon based data management,US-7904356-B1
Insurance claim management,US-7664690-B2
Insurance claim processing,US-8401877-B2
Insurance pattern analysis,US-7398218-B1
Interactive financial tool,US-8751346-B2
Investment management tool,US-7512555-B2
Investment strategy system,US-8504458-B1
Keyboard calculator system,US-6114977-A
Keypad for computer system,US-5243331-A
Life insurance cooperative,US-7747496-B2
Life insurance cooperative,US-8290844-B2
Life insurance cooperative,US-8626539-B2
Lifetime financial product,US-8571896-B2
Liquid insurance contracts,US-7580872-B2
Low latency trading system,US-7685044-B1
Managing an insurance plan,US-8527302-B2
Managing an insurance plan,US-8190455-B2
Managing an insurance plan,US-8380546-B2
